Before,Change,After
0.5,0.0,0.5
1.0,0.0,1.0
0.5,0.0,0.5
1.0,0.0,1.0
2.0,0.0,2.0
0.5,0.0,0.5
1.5,-0.5,1.0
0.5,0.0,0.5
1.0,0.0,1.0
0.7,-0.19999999999999996,0.5
1.0,0.0,1.0
0.8,-0.30000000000000004,0.5
2.0,-1.0,1.0
0.5,0.0,0.5
1.0,0.0,1.0
0.5,0.0,0.5
1.0,0.0,1.0
0.5,0.0,0.5
1.0,0.0,1.0
0.5,0.0,0.5
1.0,0.0,1.0
3.5,-0.10000000000000009,3.4
0.5,0.0,0.5
1.0,0.0,1.0
0.5,0.0,0.5
1.5,-0.5,1.0
0.5,0.0,0.5
1.5,-0.5,1.0
0.5,0.0,0.5
1.5,-0.5,1.0
0.7,0.30000000000000004,1.0
1.5,-0.5,1.0
0.5,0.0,0.5
1.0,0.0,1.0
0.5,0.0,0.5
1.0,0.0,1.0
0.5,0.0,0.5
1.0,0.0,1.0
0.5,0.0,0.5
1.0,0.0,1.0
0.7,-0.19999999999999996,0.5
1.0,0.0,1.0
0.5,0.0,0.5
1.0,0.0,1.0
0.5,0.0,0.5
1.0,0.0,1.0
0.5,0.0,0.5
1.0,0.0,1.0
0.5,0.0,0.5
1.3,-0.30000000000000004,1.0
0.7,-0.19999999999999996,0.5
1.0,0.0,1.0
0.5,0.4,0.9
1.0,0.0,1.0
2.0,0.0,2.0
0.5,0.19999999999999996,0.7
1.0,0.0,1.0
0.5,0.19999999999999996,0.7
1.3,-0.30000000000000004,1.0
0.5,0.0,0.5
1.0,0.0,1.0
0.5,0.0,0.5
1.0,0.0,1.0
0.7,-0.19999999999999996,0.5
1.5,-0.5,1.0
0.7,-0.19999999999999996,0.5
1.5,-0.5,1.0
0.5,0.0,0.5
1.0,0.0,1.0
0.5,0.0,0.5
1.3,-0.30000000000000004,1.0
0.5,0.0,0.5
1.0,0.0,1.0
0.7,-0.19999999999999996,0.5
1.0,0.0,1.0
0.5,0.0,0.5
1.0,0.0,1.0
6.0,-0.5999999999999996,5.4
0.5,0.0,0.5
1.0,0.0,1.0
0.5,0.0,0.5
1.0,0.0,1.0
0.5,0.0,0.5
1.0,0.0,1.0
0.5,0.19999999999999996,0.7
1.3,-0.30000000000000004,1.0
0.5,0.0,0.5
1.0,0.0,1.0
2.0,0.0,2.0
0.5,0.0,0.5
1.0,0.0,1.0
0.5,0.0,0.5
1.0,0.0,1.0
0.5,0.0,0.5
1.0,0.0,1.0
0.5,0.0,0.5
1.3,-0.30000000000000004,1.0
0.5,0.0,0.5
1.0,0.0,1.0
0.5,0.0,0.5
1.3,-0.30000000000000004,1.0
0.5,0.0,0.5
1.2,-0.19999999999999996,1.0
0.5,0.0,0.5
1.0,0.0,1.0
0.5,0.0,0.5
1.0,0.0,1.0
0.5,0.0,0.5
1.0,0.0,1.0
0.7,-0.19999999999999996,0.5
1.0,0.0,1.0
0.5,0.0,0.5
1.0,0.0,1.0
0.5,0.0,0.5
1.3,-0.30000000000000004,1.0
0.5,0.0,0.5
1.0,0.0,1.0
0.5,0.0,0.5
1.3,-0.30000000000000004,1.0
1.0,-0.5,0.5
2.5,-1.4,1.1
1.5,0.5,2.0
3.0,-0.2999999999999998,2.7
25.0,-10.1,14.9
0.8,-0.30000000000000004,0.5
1.5,-0.5,1.0
0.5,0.0,0.5
1.8,-0.8,1.0
0.8,-0.30000000000000004,0.5
2.0,-1.0,1.0
7.5,-4.1,3.4
1.0,-0.5,0.5
2.5,-1.5,1.0
1.0,-0.5,0.5
2.5,-1.5,1.0
0.5,0.0,0.5
1.0,0.0,1.0
0.5,0.0,0.5
1.3,-0.30000000000000004,1.0
0.5,0.0,0.5
1.0,0.0,1.0
0.5,0.0,0.5
1.0,0.0,1.0
5.5,-0.7999999999999998,4.7
0.5,0.19999999999999996,0.7
1.0,0.0,1.0
0.5,0.0,0.5
1.3,0.0,1.3
0.5,0.0,0.5
1.0,0.0,1.0
0.5,0.19999999999999996,0.7
1.0,0.0,1.0
0.5,0.0,0.5
1.0,0.0,1.0
0.5,0.0,0.5
1.0,0.0,1.0
0.5,0.0,0.5
1.0,0.0,1.0
0.5,0.19999999999999996,0.7
1.3,-0.30000000000000004,1.0
0.5,0.19999999999999996,0.7
1.0,0.0,1.0
0.5,0.0,0.5
1.0,0.0,1.0
5.0,-0.2999999999999998,4.7
0.5,0.19999999999999996,0.7
1.0,0.19999999999999996,1.2
0.5,0.0,0.5
1.0,0.0,1.0
0.5,0.19999999999999996,0.7
1.3,-0.30000000000000004,1.0
0.5,0.19999999999999996,0.7
1.0,0.0,1.0
0.5,0.0,0.5
1.3,-0.30000000000000004,1.0
0.5,0.0,0.5
1.0,0.0,1.0
0.5,0.0,0.5
1.0,0.0,1.0
0.5,0.19999999999999996,0.7
1.0,0.0,1.0
0.5,0.0,0.5
1.0,0.0,1.0
6.0,-3.4,2.6
4.5,-0.40000000000000036,4.1
5.0,-3.0,2.0
22.0,-5.800000000000001,16.2
0.5,0.0,0.5
1.0,0.0,1.0
10.0,-4.6,5.4
8.0,2.8000000000000007,10.8
5.5,-0.09999999999999964,5.4
7.5,0.5999999999999996,8.1
4.0,1.4000000000000004,5.4
5.0,-0.9000000000000004,4.1
12.0,-1.1999999999999993,10.8
7.0,1.8000000000000007,8.8
5.0,1.0999999999999996,6.1
4.0,-0.6000000000000001,3.4
4.0,0.09999999999999964,4.1
4.0,1.4000000000000004,5.4
4.0,0.09999999999999964,4.1
4.0,1.4000000000000004,5.4
22.0,-7.1,14.9
4.0,-0.6000000000000001,3.4
4.0,0.09999999999999964,4.1
4.0,0.7000000000000002,4.7
5.5,1.2999999999999998,6.8
22.0,-3.0,19.0
18.0,2.3000000000000007,20.3
55.0,6.0,61.0
4.0,-0.8999999999999999,3.1
25.0,0.6999999999999993,25.7
4.0,-0.6000000000000001,3.4
6.0,-0.5999999999999996,5.4
4.5,-0.40000000000000036,4.1
7.0,-0.9000000000000004,6.1
5.5,-0.7999999999999998,4.7
10.0,-0.5,9.5
5.0,-1.6,3.4
12.0,0.1999999999999993,12.2
7.0,1.0999999999999996,8.1
35.0,-13.3,21.7
12.0,-3.9000000000000004,8.1
8.0,0.8000000000000007,8.8
4.0,-0.8999999999999999,3.1
20.0,-3.8000000000000007,16.2
4.5,-0.40000000000000036,4.1
9.0,0.5,9.5
8.0,0.09999999999999964,8.1
4.0,-0.6000000000000001,3.4
12.0,-2.5,9.5
35.0,-1.1000000000000014,33.9
75.0,-0.5,74.5
55.0,-25.2,29.8
0.5,40.1,40.6
205.0,66.0,271.0
35.0,-3.8999999999999986,31.1
90.0,-8.700000000000003,81.3
135.0,14.0,149.0
55.0,3.200000000000003,58.2
55.0,-6.200000000000003,48.8
150.0,-48.400000000000006,101.6
25.0,4.800000000000001,29.8
25.0,-4.699999999999999,20.3
70.0,-2.299999999999997,67.7
14.0,-0.5,13.5
25.0,-3.3000000000000007,21.7
14.0,-0.5,13.5
